target_percentage,current_percentage,iteration,species,select_set,expand_set,envelope
0.0001,0.000100177347457,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}"
0.0001,0.0001007504300233,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}"
0.0001,0.0001007658239965,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.00034973556361099354, -0.0003487858703561555]}"
0.0001,9.959489133270638e-05,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.001767449152699899, -0.0017656660950037396]}"
0.0001,9.917468158923332e-05,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.005230916626808452, 0.0052366000498427915]}"
0.0001,9.96176774613423e-05,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0004767329149774978, -0.0004757001264309595]}"
0.0001,9.93343369052609e-05,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.0012937784372869514, 0.0012955635060097786]}"
0.0001,9.908894782764331e-05,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.003850705875624245, -0.003847219430158874]}"
0.0001,0.0001002817521266,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.00027681643395289184, -0.0002760261673437389]}"
0.0001,9.90958827363586e-05,10000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0019551650236630095, -0.0019533063791186537]}"
