query_seq,target_percentage,select_set,test_type,test_name,index_type,storage,secondary,direct_block_read,read_groups,skip_offset,query_index_time_elapsed,remove_duplication_time_elapsed,sort_block_metadata_time_elapsed,find_optimal_read_solution_time_elapsed,generate_select_array_time_elapsed,get_target_data_time_elapsed,get_support_data_time_elapsed,data_calculation_time_elapsed,data_apply_select_time_elapsed,apply_particle_level_select_array_time_elapsed,total_time_elapsed,query_result_size,chunk_range_size,current_percentage,iteration,species,expand_set,envelope,data_size
0.0,0.01%,"('ux',)",1.0,Original,,,,,False,,,,,,,359.05113887786865,66.30793309211731,140.97335386276245,27.793834924697876,3.0171871185302734,601.5937931537628,,,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
0.0,0.01%,"('ux',)",4.0,GeoIndex,Min-Max,File,None,False,True,,0.02768111228942871,,0.0022382736206054688,0.361403226852417,,75.99564623832703,20.25078821182251,39.17654371261597,12.74373173713684,1.4238004684448242,151.43049454689026,5782.0,2899.0,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
0.0,0.01%,"('ux',)",5.0,GeoIndex,Rtree,File,None,False,True,,0.03870725631713867,,0.002284526824951172,0.36080479621887207,,76.01879549026489,18.013590812683105,39.48975610733032,13.028918504714966,1.4233465194702148,149.84414887428284,5782.0,2899.0,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
0.0,0.01%,"('ux',)",22.0,GeoIndex,Min-Max,File,None,True,False,True,0.028081655502319336,,,,0.02336287498474121,88.57879734039307,15.169604539871216,1.4045088291168213,12.462889671325684,1.4004161357879639,120.24919438362122,5782.0,5782.0,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
0.0,0.01%,"('ux',)",23.0,GeoIndex,Rtree,File,None,True,False,True,0.03857731819152832,,,,0.022966623306274414,103.68241262435913,15.409212589263916,1.422616720199585,13.162310123443604,1.4157702922821045,136.3518717288971,5782.0,5782.0,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
0.0,0.01%,"('ux',)",24.0,GeoIndex,Min-Max,File,None,False,True,True,0.0277402400970459,,0.0022706985473632812,0.3579823970794678,,76.22258591651917,18.20454430580139,1.4099299907684326,12.550391674041748,1.407618761062622,111.37689399719238,5782.0,2899.0,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
0.0,0.01%,"('ux',)",25.0,GeoIndex,Rtree,File,None,False,True,True,0.038254737854003906,,0.00225830078125,0.36418819427490234,,77.02965807914734,18.332260608673096,1.416341781616211,12.65737795829773,1.4107177257537842,112.45207238197327,5782.0,2899.0,0.0001,10000.0,hydrogen,{'ux'},"{'ux': [0.0020060175234549965, 0.0020083499991353343]}",1314529.0
1.0,0.01%,"('ux',)",1.0,Original,,,,,False,,,,,,,362.11205649375916,68.63209819793701,145.13619375228882,28.706765174865723,3.086858034133911,612.209942817688,,,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
1.0,0.01%,"('ux',)",4.0,GeoIndex,Min-Max,File,None,False,True,,0.03631019592285156,,0.0028078556060791016,0.48046350479125977,,98.87672686576843,35.27699375152588,57.00712490081787,18.648550271987915,2.1882684230804443,214.48857736587524,8040.0,2001.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
1.0,0.01%,"('ux',)",5.0,GeoIndex,Rtree,File,None,False,True,,0.04680371284484863,,0.0028433799743652344,0.47306227684020996,,97.90441346168518,38.41493844985962,56.69291639328003,18.622303247451782,2.218820333480835,216.3415548801422,8040.0,2001.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
1.0,0.01%,"('ux',)",22.0,GeoIndex,Min-Max,File,None,True,False,True,0.036722660064697266,,,,0.03210902214050293,139.0954029560089,20.615121841430664,2.0286998748779297,162.33065032958984,2.026456356048584,327.7931694984436,8040.0,8040.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
1.0,0.01%,"('ux',)",23.0,GeoIndex,Rtree,File,None,True,False,True,0.04737401008605957,,,,0.03321480751037598,138.69851112365723,20.286298513412476,1.89518141746521,19.611445426940918,1.8938744068145752,184.06985211372375,8040.0,8040.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
1.0,0.01%,"('ux',)",24.0,GeoIndex,Min-Max,File,None,False,True,True,0.036133766174316406,,0.0028438568115234375,0.4855010509490967,,98.69588279724121,30.208640098571777,2.243485927581787,19.5651593208313,2.250369071960449,155.1543312072754,8040.0,2001.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
1.0,0.01%,"('ux',)",25.0,GeoIndex,Rtree,File,None,False,True,True,0.047072410583496094,,0.002804994583129883,0.48027706146240234,,97.03804516792297,28.82517409324646,2.207275152206421,18.60375189781189,2.2127034664154053,151.02698278427124,8040.0,2001.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.0001250131190829324, -0.0001247448569633433]}",1322049.0
2.0,0.01%,"('ux',)",1.0,Original,,,,,False,,,,,,,360.53456449508667,67.78265595436096,142.92456912994385,28.72213363647461,3.039491653442383,607.5352354049683,,,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.00034973556361099354, -0.0003487858703561555]}",1322251.0
2.0,0.01%,"('ux',)",4.0,GeoIndex,Min-Max,File,None,False,True,,0.033690452575683594,,0.002793550491333008,0.44283056259155273,,89.84208607673645,29.80106544494629,50.66355276107788,15.497747659683228,1.718564510345459,189.78134632110596,7303.0,2595.0,0.000101,10000.0,hydrogen,{'ux'},"{'ux': [-0.00034973556361099354, -0.0003487858703561555]}",1322251.0
