target_percentage,current_percentage,iteration,species,select_set,expand_set,envelope
0.0001,9.91564526106947e-05,9000,hydrogen,"('ux', 'uy', 'uz')","['uz', 'ux']","{'ux': [-0.007680342182997823, -0.0071103602345117135], 'uy': [-0.06505203065011117, 0.024811969165891682], 'uz': [0.08481586663543272, 0.09332697185852618]}"
0.0001,9.984755443746482e-05,9000,hydrogen,"('ux', 'uy', 'uz')","['uz', 'ux']","{'ux': [-0.0368913138329991, -0.030199414371926588], 'uy': [-0.10627690189640435, 0.029437180868000123], 'uz': [0.18087081823920073, 0.1935761542347514]}"
0.0001,0.0001000259726384,9000,hydrogen,"('ux', 'uy', 'uz')","['uy', 'ux', 'uz']","{'ux': [0.0232159871201607, 0.04306414772040167], 'uy': [-6.905393855853766e-05, 0.014884362492585054], 'uz': [0.22620671914796064, 0.2618073313498739]}"
0.0001,0.0001009567567473,9000,hydrogen,"('ux', 'uy', 'uz')","['ux', 'uy', 'uz']","{'ux': [0.03692899201161642, 0.042469983946264035], 'uy': [-0.004080734553338224, -0.002057034027971023], 'uz': [0.08067650540280578, 0.1069276749783145]}"
0.0001,9.919729533140583e-05,9000,hydrogen,"('ux', 'uy', 'uz')","['ux', 'uz', 'uy']","{'ux': [0.02537431597540879, 0.03537702675006715], 'uy': [0.0076563479376409865, 0.021688084466948233], 'uz': [0.1940763698757167, 0.21825940517224085]}"
0.0001,9.934454408765392e-05,9000,hydrogen,"('ux', 'uy', 'uz')","['uy', 'uz']","{'ux': [-0.005086486610627288, -0.00040147227178795184], 'uy': [-0.0017509000543764867, -0.0008454560491396241], 'uz': [0.12187991479536044, 0.13081982483632845]}"
0.0001,0.0001006009951537,9000,hydrogen,"('ux', 'uy', 'uz')","['ux', 'uy', 'uz']","{'ux': [-0.03413419200513988, -0.027134876948158186], 'uy': [-0.030008458458409493, -0.02204004337560824], 'uz': [0.14611220545306408, 0.16705734977165765]}"
0.0001,0.0001001699969693,9000,hydrogen,"('ux', 'uy', 'uz')","['uz', 'uy']","{'ux': [-0.07579519476533635, 0.033183271642330155], 'uy': [-0.0016046614552116902, -0.0006285864001295996], 'uz': [0.13812127921800474, 0.14151380053152238]}"
0.0001,0.0001006719325107,9000,hydrogen,"('ux', 'uy', 'uz')","['ux', 'uy', 'uz']","{'ux': [0.02233750657261515, 0.04254928555574474], 'uy': [-0.04790451710294875, -0.03088596879691078], 'uz': [0.10236832051185445, 0.11288865647851885]}"
0.0001,0.0001002441587517,9000,hydrogen,"('ux', 'uy', 'uz', 'x', 'y', 'z')","['y', 'uz', 'uy', 'z', 'x', 'ux']","{'x': [-2.1692638976828855e-06, 1.6574629074552409e-06], 'y': [-1.913531010760827e-06, -2.870732568289912e-07], 'z': [2.193011996429444e-05, 2.7812054550159865e-05], 'ux': [0.014853886056827078, 0.05204091346716197], 'uy': [0.03071052097962834, 0.08265631313775733], 'uz': [0.16598154918475622, 0.25381294509488955]}"
0.0001,0.0001002420091348,9000,hydrogen,"('ux', 'uy', 'uz', 'x', 'y', 'z')","['ux', 'x', 'uz', 'uy']","{'x': [-1.4629204037041398e-06, -8.344989051794675e-07], 'y': [-4.999997840906914e-06, 4.615384518609343e-06], 'z': [2.3552652989816106e-05, 3.1118420529523214e-05], 'ux': [-0.018176183629489744, 0.003193382055889331], 'uy': [-0.02716070295512714, 0.014263740694233848], 'uz': [0.12443072044593904, 0.18364109649149973]}"
0.0001,9.915860222757423e-05,9000,hydrogen,"('ux', 'uy', 'uz', 'x', 'y', 'z')","['uy', 'uz', 'z', 'ux', 'y', 'x']","{'x': [4.5966099365486476e-08, 1.7720009295263546e-06], 'y': [-7.246541354443647e-07, 1.4919105028926277e-06], 'z': [2.1822829054377445e-05, 3.262734200791517e-05], 'ux': [0.012207452285489223, 0.11860822352655817], 'uy': [-0.09744427034018237, -0.01285705106984332], 'uz': [0.06637315605354104, 0.22062417893133568]}"
