target_percentage,current_percentage,iteration,species,select_set,expand_set,envelope
0.0001,9.93939852758832e-05,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.0032448082260353095, 0.0032476844604416716]}"
0.0001,0.0001005472547317,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0006646213925663649, -0.0006618219265703626]}"
0.0001,0.000100274253388,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.0012912866594012207, 0.0012937265437561415]}"
0.0001,0.0001006031447706,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0021310071960015504, -0.0021276786126757197]}"
0.0001,9.960679734695704e-05,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.00031573501110391134, 0.00031844537742809756]}"
0.0001,9.9016727513525e-05,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.003213698688899285, -0.0032101636523504283]}"
0.0001,0.0001005386562642,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0006873283454324899, -0.0006845125362611308]}"
0.0001,0.0001003699113391,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.004233142735538419, 0.004236159227484411]}"
0.0001,9.914785414317658e-05,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.001985558068587111, -0.0019822978460722097]}"
0.0001,0.0001001603236934,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.0017001476156906867, 0.0017028124047403573]}"
0.0001,0.0001002925251315,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.005784029057268331, 0.005787244711229818]}"
0.0001,0.0001001237802064,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.0020337135504095616, -0.0020304221553563095]}"
0.0001,0.0001009191384519,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [-0.000538616703928668, -0.0005358453164784512]}"
0.0001,9.954768288276984e-05,9000,hydrogen,"('ux',)",{'ux'},"{'ux': [0.004540245265518672, 0.004543286815672175]}"
