query_seq,target_percentage,select_set,test_type,test_name,index_type,storage,secondary,direct_block_read,read_groups,query_index_time_elapsed,remove_duplication_time_elapsed,sort_block_metadata_time_elapsed,find_optimal_read_solution_time_elapsed,generate_select_array_time_elapsed,get_target_data_time_elapsed,get_support_data_time_elapsed,data_calculation_time_elapsed,data_apply_select_time_elapsed,apply_particle_level_select_array_time_elapsed,total_time_elapsed,query_result_size,current_percentage,iteration,species,expand_set,envelope,data_size
54,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.17349791526794434,0.0018818378448486328,1.3828277587890625e-05,0.00014352798461914062,0.13452959060668945,34.91289973258972,6.944609642028809,6.589258432388306,0.07023191452026367,0.5440688133239746,49.458759784698486,8,9.9e-05,10000,hydrogen,"['uz','z','x','y']","{'x': [9.084729520709158e-06, 1.0591460824450033e-05], 'y': [7.4175442321416985e-06, 8.991829053195702e-06], 'z': [8.485368759182755e-06, 1.0056257648215949e-05], 'ux': [-0.0002469602266884768, 0.1398087548822086], 'uy': [-0.00019026053311859832, 0.12704283229856414], 'uz': [-0.026331758470236933, 0.026410680123045645]}",1165542.0
54,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.06346964836120605,1.049041748046875e-05,1.2636184692382812e-05,0.00014519691467285156,0.13231348991394043,34.73754596710205,6.866315603256226,6.491317510604858,0.06829190254211426,0.5423457622528076,48.964152097702026,8,9.9e-05,10000,hydrogen,"['uz','z','x','y']","{'x': [9.084729520709158e-06, 1.0591460824450033e-05], 'y': [7.4175442321416985e-06, 8.991829053195702e-06], 'z': [8.485368759182755e-06, 1.0056257648215949e-05], 'ux': [-0.0002469602266884768, 0.1398087548822086], 'uy': [-0.00019026053311859832, 0.12704283229856414], 'uz': [-0.026331758470236933, 0.026410680123045645]}",1165542.0
55,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.1058187484741211,0.0019652843475341797,,,6.222724914550781e-05,2.313011646270752,0.28363585472106934,0.276470422744751,0.11900830268859863,0.03479504585266113,3.1603915691375732,11,0.000101,10000,hydrogen,"['uz','ux','uy','y','z','x']","{'x': [1.5897551607903224e-06, 3.0424361396809927e-06], 'y': [4.544706620420393e-06, 6.056028639291281e-06], 'z': [3.560419757786208e-05, 3.7191706078018614e-05], 'ux': [-0.0069427069653309826, -0.0038268680118830234], 'uy': [-0.014934758753898027, -0.011283432547905998], 'uz': [0.009720193805512159, 0.012760951038134552]}",1199062.0
55,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.040457725524902344,1.4781951904296875e-05,,,5.817413330078125e-05,2.268448829650879,0.2965247631072998,0.2770965099334717,0.11786341667175293,0.03330850601196289,3.045168876647949,11,0.000101,10000,hydrogen,"['uz','ux','uy','y','z','x']","{'x': [1.5897551607903224e-06, 3.0424361396809927e-06], 'y': [4.544706620420393e-06, 6.056028639291281e-06], 'z': [3.560419757786208e-05, 3.7191706078018614e-05], 'ux': [-0.0069427069653309826, -0.0038268680118830234], 'uy': [-0.014934758753898027, -0.011283432547905998], 'uz': [0.009720193805512159, 0.012760951038134552]}",1199062.0
55,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.10561633110046387,0.0020074844360351562,1.430511474609375e-05,0.0001900196075439453,1.5244088172912598,422.1412923336029,83.73725581169128,83.79825687408447,0.12040257453918457,5.391702175140381,597.4163780212402,11,0.000101,10000,hydrogen,"['uz','ux','uy','y','z','x']","{'x': [1.5897551607903224e-06, 3.0424361396809927e-06], 'y': [4.544706620420393e-06, 6.056028639291281e-06], 'z': [3.560419757786208e-05, 3.7191706078018614e-05], 'ux': [-0.0069427069653309826, -0.0038268680118830234], 'uy': [-0.014934758753898027, -0.011283432547905998], 'uz': [0.009720193805512159, 0.012760951038134552]}",1199062.0
55,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.04006814956665039,1.4543533325195312e-05,1.1920928955078125e-05,0.00018215179443359375,1.4802091121673584,397.15765023231506,96.60947871208191,85.3159294128418,0.11947751045227051,4.760013818740845,586.1162722110748,11,0.000101,10000,hydrogen,"['uz','ux','uy','y','z','x']","{'x': [1.5897551607903224e-06, 3.0424361396809927e-06], 'y': [4.544706620420393e-06, 6.056028639291281e-06], 'z': [3.560419757786208e-05, 3.7191706078018614e-05], 'ux': [-0.0069427069653309826, -0.0038268680118830234], 'uy': [-0.014934758753898027, -0.011283432547905998], 'uz': [0.009720193805512159, 0.012760951038134552]}",1199062.0
56,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.11547350883483887,0.001972198486328125,,,3.170967102050781e-05,0.7395427227020264,0.06603860855102539,0.06147909164428711,0.02813243865966797,0.01805591583251953,1.052933931350708,3,9.9e-05,10000,hydrogen,"['ux','uy','x','y','uz','z']","{'x': [-9.070968843358546e-06, -7.5108953707232775e-06], 'y': [-2.8504548666422683e-06, -1.551817373627634e-06], 'z': [-3.6927085949640845e-05, -3.538876371865364e-05], 'ux': [0.002846629778968417, 0.003491033650515121], 'uy': [0.0004963312822116224, 0.0013220990856280062], 'uz': [-0.0027949526255808812, -0.0021615741449758394]}",979014.0
56,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.043031930923461914,1.3589859008789062e-05,,,2.7418136596679688e-05,0.7132763862609863,0.06506490707397461,0.06566500663757324,0.028011560440063477,0.019426822662353516,0.941333532333374,3,9.9e-05,10000,hydrogen,"['ux','uy','x','y','uz','z']","{'x': [-9.070968843358546e-06, -7.5108953707232775e-06], 'y': [-2.8504548666422683e-06, -1.551817373627634e-06], 'z': [-3.6927085949640845e-05, -3.538876371865364e-05], 'ux': [0.002846629778968417, 0.003491033650515121], 'uy': [0.0004963312822116224, 0.0013220990856280062], 'uz': [-0.0027949526255808812, -0.0021615741449758394]}",979014.0
56,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.11610150337219238,0.0018029212951660156,1.1205673217773438e-05,4.410743713378906e-05,0.0034525394439697266,0.7228395938873291,0.06820225715637207,0.07739496231079102,0.027385950088500977,0.06099271774291992,1.1012146472930908,3,9.9e-05,10000,hydrogen,"['ux','uy','x','y','uz','z']","{'x': [-9.070968843358546e-06, -7.5108953707232775e-06], 'y': [-2.8504548666422683e-06, -1.551817373627634e-06], 'z': [-3.6927085949640845e-05, -3.538876371865364e-05], 'ux': [0.002846629778968417, 0.003491033650515121], 'uy': [0.0004963312822116224, 0.0013220990856280062], 'uz': [-0.0027949526255808812, -0.0021615741449758394]}",979014.0
56,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.04315042495727539,1.2874603271484375e-05,8.58306884765625e-06,4.410743713378906e-05,0.003496408462524414,0.7690627574920654,0.07066583633422852,0.07802939414978027,0.027455568313598633,0.05594658851623535,1.0551252365112305,3,9.9e-05,10000,hydrogen,"['ux','uy','x','y','uz','z']","{'x': [-9.070968843358546e-06, -7.5108953707232775e-06], 'y': [-2.8504548666422683e-06, -1.551817373627634e-06], 'z': [-3.6927085949640845e-05, -3.538876371865364e-05], 'ux': [0.002846629778968417, 0.003491033650515121], 'uy': [0.0004963312822116224, 0.0013220990856280062], 'uz': [-0.0027949526255808812, -0.0021615741449758394]}",979014.0
57,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.15042638778686523,0.0009477138519287109,,,2.8848648071289062e-05,0.7283809185028076,0.06480073928833008,0.07201075553894043,0.027247190475463867,0.022966861724853516,1.0982539653778076,3,0.000101,10000,hydrogen,"['x','uy','z','ux','uz']","{'x': [1.0706488677654104e-05, 1.2097593100333714e-05], 'y': [-8.999999918921568e-06, -7.500001672314009e-06], 'z': [-2.3431980853642614e-05, -2.1815641139950138e-05], 'ux': [-0.004046290303157193, 0.013159700461927477], 'uy': [-0.0019217693673554857, 0.002431842691654038], 'uz': [-0.031795979010562934, -0.013866324990776497]}",1083013.0
57,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.0536801815032959,9.059906005859375e-06,,,3.123283386230469e-05,0.7435011863708496,0.06598925590515137,0.07420897483825684,0.027106046676635742,0.02297520637512207,0.9973678588867188,3,0.000101,10000,hydrogen,"['x','uy','z','ux','uz']","{'x': [1.0706488677654104e-05, 1.2097593100333714e-05], 'y': [-8.999999918921568e-06, -7.500001672314009e-06], 'z': [-2.3431980853642614e-05, -2.1815641139950138e-05], 'ux': [-0.004046290303157193, 0.013159700461927477], 'uy': [-0.0019217693673554857, 0.002431842691654038], 'uz': [-0.031795979010562934, -0.013866324990776497]}",1083013.0
57,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.15239882469177246,0.001049041748046875,1.0013580322265625e-05,4.458427429199219e-05,0.0032863616943359375,0.7715845108032227,0.05925559997558594,0.07503581047058105,0.02748727798461914,0.05859518051147461,1.1802101135253906,3,0.000101,10000,hydrogen,"['x','uy','z','ux','uz']","{'x': [1.0706488677654104e-05, 1.2097593100333714e-05], 'y': [-8.999999918921568e-06, -7.500001672314009e-06], 'z': [-2.3431980853642614e-05, -2.1815641139950138e-05], 'ux': [-0.004046290303157193, 0.013159700461927477], 'uy': [-0.0019217693673554857, 0.002431842691654038], 'uz': [-0.031795979010562934, -0.013866324990776497]}",1083013.0
57,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.05364990234375,8.106231689453125e-06,7.867813110351562e-06,4.601478576660156e-05,0.0032591819763183594,0.7250425815582275,0.06342411041259766,0.07146453857421875,0.025592803955078125,0.056839704513549805,1.0089600086212158,3,0.000101,10000,hydrogen,"['x','uy','z','ux','uz']","{'x': [1.0706488677654104e-05, 1.2097593100333714e-05], 'y': [-8.999999918921568e-06, -7.500001672314009e-06], 'z': [-2.3431980853642614e-05, -2.1815641139950138e-05], 'ux': [-0.004046290303157193, 0.013159700461927477], 'uy': [-0.0019217693673554857, 0.002431842691654038], 'uz': [-0.031795979010562934, -0.013866324990776497]}",1083013.0
58,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.14652156829833984,0.002804279327392578,,,9.1552734375e-05,3.6849520206451416,0.5432088375091553,0.47639012336730957,0.20779037475585938,0.039999961853027344,5.141795635223389,18,0.0001,10000,hydrogen,"['x','ux','y','z','uz','uy']","{'x': [-3.0836542088745655e-06, -1.416348030392397e-06], 'y': [1.0449189126121074e-05, 1.2020468252227572e-05], 'z': [-2.489037188867473e-05, -2.3333310167546278e-05], 'ux': [0.0001819080548437245, 0.0009213953354317778], 'uy': [-0.005939442208469653, 0.0015832343969463488], 'uz': [-0.022234714557728366, -0.010915422312534603]}",1314437.0
58,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.05238223075866699,1.239776611328125e-05,,,9.250640869140625e-05,3.7987868785858154,0.4596564769744873,0.47017693519592285,0.19930338859558105,0.03629136085510254,5.034139633178711,18,0.0001,10000,hydrogen,"['x','ux','y','z','uz','uy']","{'x': [-3.0836542088745655e-06, -1.416348030392397e-06], 'y': [1.0449189126121074e-05, 1.2020468252227572e-05], 'z': [-2.489037188867473e-05, -2.3333310167546278e-05], 'ux': [0.0001819080548437245, 0.0009213953354317778], 'uy': [-0.005939442208469653, 0.0015832343969463488], 'uz': [-0.022234714557728366, -0.010915422312534603]}",1314437.0
58,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.14887666702270508,0.002833843231201172,1.6927719116210938e-05,0.0003304481506347656,1.6485657691955566,460.76334381103516,110.19874596595764,97.55678415298462,0.20159173011779785,6.22935938835144,677.5081272125244,18,0.0001,10000,hydrogen,"['x','ux','y','z','uz','uy']","{'x': [-3.0836542088745655e-06, -1.416348030392397e-06], 'y': [1.0449189126121074e-05, 1.2020468252227572e-05], 'z': [-2.489037188867473e-05, -2.3333310167546278e-05], 'ux': [0.0001819080548437245, 0.0009213953354317778], 'uy': [-0.005939442208469653, 0.0015832343969463488], 'uz': [-0.022234714557728366, -0.010915422312534603]}",1314437.0
58,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.052747488021850586,1.239776611328125e-05,1.52587890625e-05,0.000335693359375,1.753509283065796,451.68773007392883,111.91234827041626,99.7738766670227,0.2055065631866455,6.258070945739746,672.3842899799347,18,0.0001,10000,hydrogen,"['x','ux','y','z','uz','uy']","{'x': [-3.0836542088745655e-06, -1.416348030392397e-06], 'y': [1.0449189126121074e-05, 1.2020468252227572e-05], 'z': [-2.489037188867473e-05, -2.3333310167546278e-05], 'ux': [0.0001819080548437245, 0.0009213953354317778], 'uy': [-0.005939442208469653, 0.0015832343969463488], 'uz': [-0.022234714557728366, -0.010915422312534603]}",1314437.0
59,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.20134210586547852,0.0019898414611816406,,,9.131431579589844e-05,3.964416027069092,0.45691680908203125,0.47031545639038086,0.2003765106201172,0.03840970993041992,5.382819175720215,18,9.9e-05,10000,hydrogen,"['ux','y','uy','z','x']","{'x': [-2.9218647393077622e-06, -1.4797346316412975e-06], 'y': [-9.101098345168431e-06, -7.446705522955124e-06], 'z': [1.137076334014721e-05, 1.3027149647613272e-05], 'ux': [-0.04284601874730476, 0.002385722810066989], 'uy': [-0.1201789031981979, 0.00584391505618323], 'uz': [-0.03317380328499946, 0.053032239678245344]}",1215787.0
59,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.07487130165100098,1.3589859008789062e-05,,,9.059906005859375e-05,3.992563486099243,0.5153837203979492,0.48116517066955566,0.20264506340026855,0.0367434024810791,5.326118469238281,18,9.9e-05,10000,hydrogen,"['ux','y','uy','z','x']","{'x': [-2.9218647393077622e-06, -1.4797346316412975e-06], 'y': [-9.101098345168431e-06, -7.446705522955124e-06], 'z': [1.137076334014721e-05, 1.3027149647613272e-05], 'ux': [-0.04284601874730476, 0.002385722810066989], 'uy': [-0.1201789031981979, 0.00584391505618323], 'uz': [-0.03317380328499946, 0.053032239678245344]}",1215787.0
59,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.19792723655700684,0.0018835067749023438,1.5497207641601562e-05,0.0003333091735839844,0.424318790435791,106.94617772102356,21.50941801071167,20.256906747817993,0.2365100383758545,1.5988564491271973,151.36996293067932,18,9.9e-05,10000,hydrogen,"['ux','y','uy','z','x']","{'x': [-2.9218647393077622e-06, -1.4797346316412975e-06], 'y': [-9.101098345168431e-06, -7.446705522955124e-06], 'z': [1.137076334014721e-05, 1.3027149647613272e-05], 'ux': [-0.04284601874730476, 0.002385722810066989], 'uy': [-0.1201789031981979, 0.00584391505618323], 'uz': [-0.03317380328499946, 0.053032239678245344]}",1215787.0
59,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.07485032081604004,1.3113021850585938e-05,1.3113021850585938e-05,0.00034928321838378906,0.4076039791107178,104.4577796459198,21.39580225944519,20.190773725509644,0.23512029647827148,1.6217083930969238,148.55686950683594,18,9.9e-05,10000,hydrogen,"['ux','y','uy','z','x']","{'x': [-2.9218647393077622e-06, -1.4797346316412975e-06], 'y': [-9.101098345168431e-06, -7.446705522955124e-06], 'z': [1.137076334014721e-05, 1.3027149647613272e-05], 'ux': [-0.04284601874730476, 0.002385722810066989], 'uy': [-0.1201789031981979, 0.00584391505618323], 'uz': [-0.03317380328499946, 0.053032239678245344]}",1215787.0
60,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.12147712707519531,0.0030748844146728516,,,6.937980651855469e-05,2.3950345516204834,0.2811920642852783,0.2696571350097656,0.12451553344726562,0.029165983200073242,3.2527709007263184,12,0.000101,10000,hydrogen,"['ux','uz','y','z','x']","{'x': [4.460791028830414e-06, 6.011203655768474e-06], 'y': [-8.965691382543591e-06, -7.45762263009137e-06], 'z': [-3.228061972250449e-05, -3.085538904296309e-05], 'ux': [-0.0021821493429563335, -0.001232893254802613], 'uy': [0.003809031328700214, 0.005170960015119457], 'uz': [-0.00538803467210681, -0.004004081591264427]}",1089771.0
60,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.04202580451965332,1.0967254638671875e-05,,,6.818771362304688e-05,2.6467068195343018,0.297743558883667,0.29976534843444824,0.1268455982208252,0.029738903045654297,3.4553256034851074,12,0.000101,10000,hydrogen,"['ux','uz','y','z','x']","{'x': [4.460791028830414e-06, 6.011203655768474e-06], 'y': [-8.965691382543591e-06, -7.45762263009137e-06], 'z': [-3.228061972250449e-05, -3.085538904296309e-05], 'ux': [-0.0021821493429563335, -0.001232893254802613], 'uy': [0.003809031328700214, 0.005170960015119457], 'uz': [-0.00538803467210681, -0.004004081591264427]}",1089771.0
60,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.12206530570983887,0.0029418468475341797,1.52587890625e-05,0.0002148151397705078,0.40250110626220703,103.38246250152588,21.48113775253296,20.104405641555786,0.13100361824035645,1.4716336727142334,147.27613878250122,12,0.000101,10000,hydrogen,"['ux','uz','y','z','x']","{'x': [4.460791028830414e-06, 6.011203655768474e-06], 'y': [-8.965691382543591e-06, -7.45762263009137e-06], 'z': [-3.228061972250449e-05, -3.085538904296309e-05], 'ux': [-0.0021821493429563335, -0.001232893254802613], 'uy': [0.003809031328700214, 0.005170960015119457], 'uz': [-0.00538803467210681, -0.004004081591264427]}",1089771.0
60,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.04209613800048828,1.0251998901367188e-05,1.2636184692382812e-05,0.00021696090698242188,0.41202402114868164,102.46108531951904,21.24045991897583,19.680866956710815,0.12616610527038574,1.4414715766906738,145.56528210639954,12,0.000101,10000,hydrogen,"['ux','uz','y','z','x']","{'x': [4.460791028830414e-06, 6.011203655768474e-06], 'y': [-8.965691382543591e-06, -7.45762263009137e-06], 'z': [-3.228061972250449e-05, -3.085538904296309e-05], 'ux': [-0.0021821493429563335, -0.001232893254802613], 'uy': [0.003809031328700214, 0.005170960015119457], 'uz': [-0.00538803467210681, -0.004004081591264427]}",1089771.0
61,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.21674895286560059,0.003256082534790039,,,0.0001373291015625,4.626630783081055,0.5179259777069092,0.5323007106781006,0.23259568214416504,0.04336142539978027,6.225621938705444,27,0.0001,10000,hydrogen,"['y','z','x','uz','ux','uy']","{'x': [-8.91569479280377e-08, 1.5891558137758615e-06], 'y': [2.9675683998584023e-06, 4.532430180047332e-06], 'z': [-3.811451512570203e-06, -2.043813049780593e-06], 'ux': [-0.039084276359688926, 0.04845625793570862], 'uy': [-0.03805461348700259, 0.11374951978634365], 'uz': [-0.0639223570492262, 0.08492403955891654]}",1312606.0
61,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.08395123481750488,1.7404556274414062e-05,,,0.00012683868408203125,4.665966272354126,0.5137894153594971,0.555863618850708,0.24069595336914062,0.044861555099487305,6.131158828735352,27,0.0001,10000,hydrogen,"['y','z','x','uz','ux','uy']","{'x': [-8.91569479280377e-08, 1.5891558137758615e-06], 'y': [2.9675683998584023e-06, 4.532430180047332e-06], 'z': [-3.811451512570203e-06, -2.043813049780593e-06], 'ux': [-0.039084276359688926, 0.04845625793570862], 'uy': [-0.03805461348700259, 0.11374951978634365], 'uz': [-0.0639223570492262, 0.08492403955891654]}",1312606.0
61,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.21192407608032227,0.0030345916748046875,1.9788742065429688e-05,0.0004909038543701172,1.636991262435913,423.76228308677673,107.74926233291626,94.58455443382263,0.23818588256835938,6.190044641494751,635.121346950531,27,0.0001,10000,hydrogen,"['y','z','x','uz','ux','uy']","{'x': [-8.91569479280377e-08, 1.5891558137758615e-06], 'y': [2.9675683998584023e-06, 4.532430180047332e-06], 'z': [-3.811451512570203e-06, -2.043813049780593e-06], 'ux': [-0.039084276359688926, 0.04845625793570862], 'uy': [-0.03805461348700259, 0.11374951978634365], 'uz': [-0.0639223570492262, 0.08492403955891654]}",1312606.0
61,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.08348703384399414,1.6450881958007812e-05,1.8358230590820312e-05,0.0004892349243164062,1.618133544921875,413.36267161369324,100.12516975402832,91.289954662323,0.24257230758666992,6.071954250335693,613.4625103473663,27,0.0001,10000,hydrogen,"['y','z','x','uz','ux','uy']","{'x': [-8.91569479280377e-08, 1.5891558137758615e-06], 'y': [2.9675683998584023e-06, 4.532430180047332e-06], 'z': [-3.811451512570203e-06, -2.043813049780593e-06], 'ux': [-0.039084276359688926, 0.04845625793570862], 'uy': [-0.03805461348700259, 0.11374951978634365], 'uz': [-0.0639223570492262, 0.08492403955891654]}",1312606.0
62,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.12379670143127441,0.002967357635498047,,,8.368492126464844e-05,3.1685311794281006,0.4394557476043701,0.4015481472015381,0.16866159439086914,0.04163312911987305,4.3773581981658936,16,9.9e-05,10000,hydrogen,"['uz','uy','x','ux','z','y']","{'x': [-4.5200772766146675e-06, -2.911415019415715e-06], 'y': [-8.89775445392319e-06, -7.425554966173511e-06], 'z': [-3.404502043117333e-05, -3.235996383133614e-05], 'ux': [0.0005703060294374349, 0.0015611849566095407], 'uy': [0.003801252910103449, 0.00489232244901874], 'uz': [-0.004215513449318216, -0.0031572802247636063]}",1247208.0
62,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.043051958084106445,1.811981201171875e-05,,,8.082389831542969e-05,3.220853090286255,0.4043424129486084,0.41394567489624023,0.1771831512451172,0.04184722900390625,4.317387580871582,16,9.9e-05,10000,hydrogen,"['uz','uy','x','ux','z','y']","{'x': [-4.5200772766146675e-06, -2.911415019415715e-06], 'y': [-8.89775445392319e-06, -7.425554966173511e-06], 'z': [-3.404502043117333e-05, -3.235996383133614e-05], 'ux': [0.0005703060294374349, 0.0015611849566095407], 'uy': [0.003801252910103449, 0.00489232244901874], 'uz': [-0.004215513449318216, -0.0031572802247636063]}",1247208.0
62,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.12544536590576172,0.0028886795043945312,1.5020370483398438e-05,0.0002913475036621094,0.3913755416870117,102.90648579597473,20.044029712677002,19.119179010391235,0.1755385398864746,1.450793743133545,144.3866674900055,16,9.9e-05,10000,hydrogen,"['uz','uy','x','ux','z','y']","{'x': [-4.5200772766146675e-06, -2.911415019415715e-06], 'y': [-8.89775445392319e-06, -7.425554966173511e-06], 'z': [-3.404502043117333e-05, -3.235996383133614e-05], 'ux': [0.0005703060294374349, 0.0015611849566095407], 'uy': [0.003801252910103449, 0.00489232244901874], 'uz': [-0.004215513449318216, -0.0031572802247636063]}",1247208.0
62,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.04280376434326172,1.811981201171875e-05,1.3113021850585938e-05,0.0002930164337158203,0.3917100429534912,97.44849133491516,20.62041473388672,19.760373830795288,0.17406988143920898,1.4887666702270508,140.08326864242554,16,9.9e-05,10000,hydrogen,"['uz','uy','x','ux','z','y']","{'x': [-4.5200772766146675e-06, -2.911415019415715e-06], 'y': [-8.89775445392319e-06, -7.425554966173511e-06], 'z': [-3.404502043117333e-05, -3.235996383133614e-05], 'ux': [0.0005703060294374349, 0.0015611849566095407], 'uy': [0.003801252910103449, 0.00489232244901874], 'uz': [-0.004215513449318216, -0.0031572802247636063]}",1247208.0
63,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.10756611824035645,0.0019481182098388672,,,5.054473876953125e-05,1.563509225845337,0.17328238487243652,0.17160534858703613,0.07046079635620117,0.025542020797729492,2.138012409210205,8,0.000101,10000,hydrogen,"['z','y','uz','ux','x']","{'x': [-1.0557537679578187e-05, -9.145930582885621e-06], 'y': [-3.0547954482634014e-06, -1.5566100284646336e-06], 'z': [3.5747692682461596e-05, 3.720870441139926e-05], 'ux': [0.013280235009289603, 0.019966074710152503], 'uy': [0.003090543781193601, 0.007241513335467596], 'uz': [0.012942411278753141, 0.01635706932400992]}",1080818.0
63,0.01%,"('ux','uy','uz','x','y','z')",3,GeoIndex,Rtree,File,None,True,False,0.039879560470581055,9.775161743164062e-06,,,5.054473876953125e-05,1.6784002780914307,0.17012691497802734,0.17508339881896973,0.07182121276855469,0.02956700325012207,2.175869941711426,8,0.000101,10000,hydrogen,"['z','y','uz','ux','x']","{'x': [-1.0557537679578187e-05, -9.145930582885621e-06], 'y': [-3.0547954482634014e-06, -1.5566100284646336e-06], 'z': [3.5747692682461596e-05, 3.720870441139926e-05], 'ux': [0.013280235009289603, 0.019966074710152503], 'uy': [0.003090543781193601, 0.007241513335467596], 'uz': [0.012942411278753141, 0.01635706932400992]}",1080818.0
63,0.01%,"('ux','uy','uz','x','y','z')",4,GeoIndex,Min-Max,File,None,False,True,0.10742974281311035,0.0019435882568359375,1.2636184692382812e-05,0.00014328956604003906,0.006340742111206055,1.51596999168396,0.1643691062927246,0.17544198036193848,0.0706789493560791,0.15914130210876465,2.2259979248046875,8,0.000101,10000,hydrogen,"['z','y','uz','ux','x']","{'x': [-1.0557537679578187e-05, -9.145930582885621e-06], 'y': [-3.0547954482634014e-06, -1.5566100284646336e-06], 'z': [3.5747692682461596e-05, 3.720870441139926e-05], 'ux': [0.013280235009289603, 0.019966074710152503], 'uy': [0.003090543781193601, 0.007241513335467596], 'uz': [0.012942411278753141, 0.01635706932400992]}",1080818.0
63,0.01%,"('ux','uy','uz','x','y','z')",5,GeoIndex,Rtree,File,None,False,True,0.03995394706726074,9.298324584960938e-06,1.0967254638671875e-05,0.0001461505889892578,0.0060939788818359375,1.5355191230773926,0.19454193115234375,0.17523789405822754,0.07195758819580078,0.16502165794372559,2.1987204551696777,8,0.000101,10000,hydrogen,"['z','y','uz','ux','x']","{'x': [-1.0557537679578187e-05, -9.145930582885621e-06], 'y': [-3.0547954482634014e-06, -1.5566100284646336e-06], 'z': [3.5747692682461596e-05, 3.720870441139926e-05], 'ux': [0.013280235009289603, 0.019966074710152503], 'uy': [0.003090543781193601, 0.007241513335467596], 'uz': [0.012942411278753141, 0.01635706932400992]}",1080818.0
64,0.01%,"('ux','uy','uz','x','y','z')",2,GeoIndex,Min-Max,File,None,True,False,0.11338996887207031,0.0010800361633300781,,,4.1961669921875e-05,1.137902021408081,0.10359740257263184,0.10121798515319824,0.04379725456237793,0.025969266891479492,1.5515000820159912,6,0.0001,10000,hydrogen,"['ux','uz','y','z']","{'x': [6.00000013589134e-06, 7.499999641982651e-06], 'y': [4.1346884948869303e-07, 3.7710763562874186e-06], 'z': [3.812957879462228e-05, 3.9337780487466966e-05], 'ux': [-0.01500484172944008, -0.008356170377528605], 'uy': [-0.005907183033466281, -0.0015900041433167293], 'uz': [0.009258903311107007, 0.012368205327261652]}",1316068.0
