query_seq,target_percentage,select_set,test_type,test_name,index_type,storage,secondary,direct_block_read,read_groups,query_index_time_elapsed,remove_duplication_time_elapsed,sort_block_metadata_time_elapsed,find_optimal_read_solution_time_elapsed,generate_select_array_time_elapsed,get_target_data_time_elapsed,get_support_data_time_elapsed,data_calculation_time_elapsed,data_apply_select_time_elapsed,apply_particle_level_select_array_time_elapsed,total_time_elapsed,query_result_size,current_percentage,iteration,species,expand_set,envelope,data_size
4,0.01%,"('ux',)",2,GeoIndex,Min-Max,File,None,True,False,0.024094343185424805,1.430511474609375e-06,,,0.01945805549621582,128.81702303886414,19.471391439437866,39.12666845321655,8.47969913482666,1.1047358512878418,197.73721957206726,4814,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.005230916626808452, 0.0052366000498427915]}",1301372.0
4,0.01%,"('ux',)",3,GeoIndex,Rtree,File,None,True,False,0.033896446228027344,1.9073486328125e-06,,,0.019939661026000977,131.7938437461853,20.08351469039917,40.0441358089447,8.869116067886353,1.125575065612793,202.67576098442078,4814,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.005230916626808452, 0.0052366000498427915]}",1301372.0
4,0.01%,"('ux',)",4,GeoIndex,Min-Max,File,None,False,True,0.023807048797607422,1.6689300537109375e-06,0.0019643306732177734,0.07982230186462402,7.479287147521973,560.3110876083374,0.0,0.0,0.0,0.0,,4814,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.005230916626808452, 0.0052366000498427915]}",
4,0.01%,"('ux',)",5,GeoIndex,Rtree,File,None,False,True,0.03388786315917969,2.1457672119140625e-06,0.001982450485229492,0.0809323787689209,7.5642242431640625,318.6164197921753,0.0,0.0,0.0,0.0,,4814,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.005230916626808452, 0.0052366000498427915]}",
5,0.01%,"('ux',)",2,GeoIndex,Min-Max,File,None,True,False,0.03241229057312012,1.430511474609375e-06,,,0.027966022491455078,191.08695030212402,31.489762544631958,0.0,0.0,0.0,,6921,0.0001,10000,hydrogen,{'ux'},"{'ux': [-0.0004767329149774978, -0.0004757001264309595]}",
5,0.01%,"('ux',)",3,GeoIndex,Rtree,File,None,True,False,0.04218149185180664,1.6689300537109375e-06,,,0.02792215347290039,185.97822165489197,32.278815269470215,0.0,0.0,0.0,,6921,0.0001,10000,hydrogen,{'ux'},"{'ux': [-0.0004767329149774978, -0.0004757001264309595]}",
5,0.01%,"('ux',)",4,GeoIndex,Min-Max,File,None,False,True,0.03301882743835449,1.6689300537109375e-06,0.002505779266357422,0.11540412902832031,8.07561993598938,539.016553401947,0.0,0.0,0.0,0.0,,6921,0.0001,10000,hydrogen,{'ux'},"{'ux': [-0.0004767329149774978, -0.0004757001264309595]}",
5,0.01%,"('ux',)",5,GeoIndex,Rtree,File,None,False,True,0.04247236251831055,1.9073486328125e-06,0.0025787353515625,0.11451196670532227,8.098155498504639,532.3096973896027,0.0,0.0,0.0,0.0,,6921,0.0001,10000,hydrogen,{'ux'},"{'ux': [-0.0004767329149774978, -0.0004757001264309595]}",
6,0.01%,"('ux',)",2,GeoIndex,Min-Max,File,None,True,False,0.02897334098815918,1.430511474609375e-06,,,0.02504754066467285,167.76692652702332,28.543429851531982,81.52347159385681,11.729348182678223,1.3786170482635498,291.8873782157898,6080,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.0012937784372869514, 0.0012955635060097786]}",1303467.0
6,0.01%,"('ux',)",3,GeoIndex,Rtree,File,None,True,False,0.03935384750366211,1.6689300537109375e-06,,,0.024969816207885742,167.72095227241516,28.446454286575317,548.843985080719,10.830989837646484,1.4008800983428955,758.8175699710846,6080,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.0012937784372869514, 0.0012955635060097786]}",1303467.0
6,0.01%,"('ux',)",4,GeoIndex,Min-Max,File,None,False,True,0.029212474822998047,1.6689300537109375e-06,0.002321481704711914,0.10301899909973145,7.878816604614258,553.9774367809296,0.0,0.0,0.0,0.0,,6080,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.0012937784372869514, 0.0012955635060097786]}",
6,0.01%,"('ux',)",5,GeoIndex,Rtree,File,None,False,True,0.03910636901855469,1.9073486328125e-06,0.0023386478424072266,0.1008601188659668,7.76413106918335,297.62794399261475,0.0,0.0,0.0,0.0,,6080,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [0.0012937784372869514, 0.0012955635060097786]}",
7,0.01%,"('ux',)",2,GeoIndex,Min-Max,File,None,True,False,0.025988340377807617,1.9073486328125e-06,,,0.021983861923217773,146.83621287345886,24.14952540397644,631.4220564365387,19.597516536712646,1.225464105606079,824.187183380127,5315,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [-0.003850705875624245, -0.003847219430158874]}",1300247.0
7,0.01%,"('ux',)",3,GeoIndex,Rtree,File,None,True,False,0.03635764122009277,1.9073486328125e-06,,,0.021585702896118164,155.29248189926147,25.42646813392639,64.66105008125305,9.253113985061646,1.1952488422393799,256.65260767936707,5315,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [-0.003850705875624245, -0.003847219430158874]}",1300247.0
7,0.01%,"('ux',)",4,GeoIndex,Min-Max,File,None,False,True,0.02592325210571289,1.6689300537109375e-06,0.002092599868774414,0.08804082870483398,7.763336658477783,799.3859450817108,0.0,0.0,0.0,0.0,,5315,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [-0.003850705875624245, -0.003847219430158874]}",
7,0.01%,"('ux',)",5,GeoIndex,Rtree,File,None,False,True,0.03631997108459473,2.384185791015625e-06,0.002069234848022461,0.09052252769470215,7.631746053695679,500.10854625701904,0.0,0.0,0.0,0.0,,5315,9.9e-05,10000,hydrogen,{'ux'},"{'ux': [-0.003850705875624245, -0.003847219430158874]}",
8,0.01%,"('ux',)",2,GeoIndex,Min-Max,File,None,True,False,0.03435373306274414,1.6689300537109375e-06,,,0.030208110809326172,213.99479961395264,45.86532711982727,0.0,0.0,0.0,,7527,0.0001,10000,hydrogen,{'ux'},"{'ux': [-0.00027681643395289184, -0.0002760261673437389]}",
8,0.01%,"('ux',)",3,GeoIndex,Rtree,File,None,True,False,0.04446768760681152,2.1457672119140625e-06,,,0.030052900314331055,210.8785057067871,34.686057806015015,0.0,0.0,0.0,,7527,0.0001,10000,hydrogen,{'ux'},"{'ux': [-0.00027681643395289184, -0.0002760261673437389]}",
